"id","description","price"
"1228","regular price","1"
"1229","available in credit","2"
"1230","2 for price 1","3"
"1231","warranty from producer","4"
"1232","special price","4"
"1233","discount item","3"
"1234","goods with gift","2"
"1235","","1"
"1236","regular price","1"
"1237","available in credit","2"
"1238","2 for price 1","2"
"1239","warranty from producer","1"
"1240","special price","1"
"1241","discount item","2"
"1242","goods with gift","3"
"1243","","3"
"1244","regular price","7"
"1245","available in credit","6"
"1246","2 for price 1","8"
"1247","warranty from producer","9"
"1248","special price","3"
"1249","discount item","2"
"1250","goods with gift","4"
"1251","","5"
"1252","regular price","1"
"1253","2 for price 1","2"
"1254","available in credit","2"
"1255","warranty from producer","1"
"1256","special price","5"
"1257","discount item","4"
"1258","goods with gift","3"
"1259","","2"
"1260","regular price","1"
"1261","available in credit","5"
"1262","2 for price 1","4"
"1263","warranty from producer","5"
"1264","special price","4"
"1265","discount item","1"
"1266","goods with gift","2"
"1267","","3"
"1268","regular price","4"
"1269","available in credit","5"
"1270","2 for price 1","2"
"1271","warranty from producer","1"
"1272","special price","1"
"1273","discount item","2"
"1274","goods with gift","2"
"1275","","2"
"1276","regular price","1"
"1277","2 for price 1","1"
"1278","available in credit","1"
"1279","warranty from producer","2"
"1280","special price","3"
"1281","discount item","4"
"1282","goods with gift","1"
"1283","","2"
"1284","regular price","10"
"1285","available in credit","15"
"1286","2 for price 1","11"
"1287","warranty from producer","12"
"1288","special price","10"
"1289","discount item","15"
"1290","goods with gift","11"
"1291","","12"
"1292","special price","250"
"1293","discount item","300"
"1294","goods with gift","350"
"1295","","450"
"1296","regular price","1050"
"1297","available in credit","750"
"1298","2 for price 1","850"
"1299","warranty from producer","950"
"1300","special price","1150"
"1301","discount item","1250"
"1302","goods with gift","1050"
"1303","","1600"
"1304","regular price","1000"
"1305","available in credit","1050"
"1306","2 for price 1","950"
"1307","warranty from producer","960"
"1308","special price","150"
"1309","discount item","250"
"1310","goods with gift","350"
"1311","","450"
"1312","regular price","50"
"1313","warranty from producer","60"
"1314","available in credit","70"
"1315","2 for price 1","55"
"1316","special price","150"
"1317","discount item","140"
"1318","goods with gift","130"
"1319","","120"
"1320","regular price","50"
"1321","available in credit","100"
"1322","2 for price 1","90"
"1323","warranty from producer","80"
"1324","special price","10"
"1325","discount item","50"
"1326","goods with gift","20"
"1327","","25"
"1328","regular price","250"
"1329","available in credit","200"
"1330","2 for price 1","20"
"1331","warranty from producer","150"
"1332","special price","20"
"1333","discount item","10"
"1334","goods with gift","15"
"1335","","16"
"1336","regular price","1"
"1337","available in credit","2"
"1338","2 for price 1","3"
"1339","warranty from producer","4"
"1340","special price","4"
"1341","discount item","3"
"1342","goods with gift","2"
"1343","","1"
"1344","regular price","1"
"1345","available in credit","2"
"1346","2 for price 1","2"
"1347","warranty from producer","1"
"1348","special price","1"
"1349","discount item","2"
"1350","goods with gift","3"
"1351","","3"
"1352","regular price","7"
"1353","available in credit","6"
"1354","2 for price 1","8"
"1355","warranty from producer","9"
"1356","special price","3"
"1357","discount item","2"
"1358","goods with gift","4"
"1359","","5"
"1360","regular price","1"
"1361","2 for price 1","2"
"1362","available in credit","2"
"1363","warranty from producer","1"
"1364","special price","5"
"1365","discount item","4"
"1366","goods with gift","3"
"1367","","2"
"1368","regular price","1"
"1369","available in credit","5"
"1370","2 for price 1","4"
"1371","warranty from producer","5"
"1372","special price","4"
"1373","discount item","1"
"1374","goods with gift","2"
"1375","","3"
"1376","regular price","4"
"1377","available in credit","5"
"1378","2 for price 1","2"
"1379","warranty from producer","1"
"1380","special price","1"
"1381","discount item","2"
"1382","goods with gift","2"
"1383","","2"
"1384","regular price","1"
"1385","2 for price 1","1"
"1386","available in credit","1"
"1387","warranty from producer","2"
"1388","special price","3"
"1389","discount item","4"
"1390","goods with gift","1"
"1391","","2"
"1392","regular price","10"
"1393","available in credit","15"
"1394","2 for price 1","11"
"1395","warranty from producer","12"
"1396","special price","10"
"1397","discount item","15"
"1398","goods with gift","11"
"1399","","12"
"1400","special price","250"
"1401","discount item","300"
"1402","goods with gift","350"
"1403","","450"
"1404","regular price","1050"
"1405","available in credit","750"
"1406","2 for price 1","850"
"1407","warranty from producer","950"
"1408","special price","1150"
"1409","discount item","1250"
"1410","goods with gift","1050"
"1411","","1600"
"1412","regular price","1000"
"1413","available in credit","1050"
"1414","2 for price 1","950"
"1415","warranty from producer","960"
"1416","special price","150"
"1417","discount item","250"
"1418","goods with gift","350"
"1419","","450"
"1420","regular price","50"
"1421","warranty from producer","60"
"1422","available in credit","70"
"1423","2 for price 1","55"
"1424","special price","150"
"1425","discount item","140"
"1426","goods with gift","130"
"1427","","120"
"1428","regular price","50"
"1429","available in credit","100"
"1430","2 for price 1","90"
"1431","warranty from producer","80"
"1432","special price","10"
"1433","discount item","50"
"1434","goods with gift","20"
"1435","","25"
"1436","regular price","250"
"1437","available in credit","200"
"1438","2 for price 1","20"
"1439","warranty from producer","150"
"1440","special price","20"
"1441","discount item","10"
"1442","goods with gift","15"
"1443","","16"
"1444","regular price","1"
"1445","available in credit","2"
"1446","2 for price 1","3"
"1447","warranty from producer","4"
"1448","special price","4"
"1449","discount item","3"
"1450","goods with gift","2"
"1451","","1"
"1452","regular price","1"
"1453","available in credit","2"
"1454","2 for price 1","2"
"1455","warranty from producer","1"
"1456","special price","1"
"1457","discount item","2"
"1458","goods with gift","3"
"1459","","3"
"1460","regular price","7"
"1461","available in credit","6"
"1462","2 for price 1","8"
"1463","warranty from producer","9"
"1464","special price","3"
"1465","discount item","2"
"1466","goods with gift","4"
"1467","","5"
"1468","regular price","1"
"1469","2 for price 1","2"
"1470","available in credit","2"
"1471","warranty from producer","1"
"1472","special price","5"
"1473","discount item","4"
"1474","goods with gift","3"
"1475","","2"
"1476","regular price","1"
"1477","available in credit","5"
"1478","2 for price 1","4"
"1479","warranty from producer","5"
"1480","special price","4"
"1481","discount item","1"
"1482","goods with gift","2"
"1483","","3"
"1484","regular price","4"
"1485","available in credit","5"
"1486","2 for price 1","2"
"1487","warranty from producer","1"
"1488","special price","1"
"1489","discount item","2"
"1490","goods with gift","2"
"1491","","2"
"1492","regular price","1"
"1493","2 for price 1","1"
"1494","available in credit","1"
"1495","warranty from producer","2"
"1496","special price","3"
"1497","discount item","4"
"1498","goods with gift","1"
"1499","","2"
"1500","regular price","10"
"1501","available in credit","15"
"1502","2 for price 1","11"
"1503","warranty from producer","12"
"1504","special price","10"
"1505","discount item","15"
"1506","goods with gift","11"
"1507","","12"
"1508","special price","250"
"1509","discount item","300"
"1510","goods with gift","350"
"1511","","450"
"1512","regular price","1050"
"1513","available in credit","750"
"1514","2 for price 1","850"
"1515","warranty from producer","950"
"1516","special price","1150"
"1517","discount item","1250"
"1518","goods with gift","1050"
"1519","","1600"
"1520","regular price","1000"
"1521","available in credit","1050"
"1522","2 for price 1","950"
"1523","warranty from producer","960"
"1524","special price","150"
"1525","discount item","250"
"1526","goods with gift","350"
"1527","","450"
"1528","regular price","50"
"1529","warranty from producer","60"
"1530","available in credit","70"
"1531","2 for price 1","55"
"1532","special price","150"
"1533","discount item","140"
"1534","goods with gift","130"
"1535","","120"
"1536","regular price","50"
"1537","available in credit","100"
"1538","2 for price 1","90"
"1539","warranty from producer","80"
"1540","special price","10"
"1541","discount item","50"
"1542","goods with gift","20"
"1543","","25"
"1544","regular price","250"
"1545","available in credit","200"
"1546","2 for price 1","20"
"1547","warranty from producer","150"
"1548","special price","20"
"1549","discount item","10"
"1550","goods with gift","15"
"1551","","16"
"1552","regular price","1"
"1553","available in credit","2"
"1554","2 for price 1","3"
"1555","warranty from producer","4"
"1556","special price","4"
"1557","discount item","3"
"1558","goods with gift","2"
"1559","","1"
"1560","regular price","1"
"1561","available in credit","2"
"1562","2 for price 1","2"
"1563","warranty from producer","1"
"1564","special price","1"
"1565","discount item","2"
"1566","goods with gift","3"
"1567","","3"
"1568","regular price","7"
"1569","available in credit","6"
"1570","2 for price 1","8"
"1571","warranty from producer","9"
"1572","special price","3"
"1573","discount item","2"
"1574","goods with gift","4"
"1575","","5"
"1576","regular price","1"
"1577","2 for price 1","2"
"1578","available in credit","2"
"1579","warranty from producer","1"
"1580","special price","5"
"1581","discount item","4"
"1582","goods with gift","3"
"1583","","2"
"1584","regular price","1"
"1585","available in credit","5"
"1586","2 for price 1","4"
"1587","warranty from producer","5"
"1588","special price","4"
"1589","discount item","1"
"1590","goods with gift","2"
"1591","","3"
"1592","regular price","4"
"1593","available in credit","5"
"1594","2 for price 1","2"
